Country,MID,Weights,Initial Attempts,Initials SR%,Initials Negative Rate%,do_not_honor,psp_risk_block,psp_risk_block_recoverable,card_limit_exceeded,mid_config_error,connector_error,code_not_mapped,request_invalid,3d_error
IT,220.0,1.0,72.0,0.2222222222222222,0.09722222222222222,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0
IT,221.0,1.0,46.0,0.2608695652173913,0.13043478260869565,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0
LT,24.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
LT,25.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
LT,52.0,1.0,219.0,0.0867579908675799,0.821917808219178,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
LT,53.0,1.0,159.0,0.07547169811320754,0.8176100628930818,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
LT,54.0,1.0,29.0,0.10344827586206896,0.896551724137931,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LT,55.0,1.0,14.0,0.0,0.8571428571428571,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
LT,56.0,1.0,166.0,0.09036144578313253,0.7349397590361446,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
LT,62.0,1.0,17.0,0.058823529411764705,0.9411764705882353,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT,63.0,1.0,134.0,0.06716417910447761,0.7238805970149254,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
LT,64.0,5.0,178.0,0.12359550561797752,0.7471910112359551,132.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0
LT,65.0,1.0,127.0,0.07874015748031496,0.7559055118110236,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
LT,83.0,1.0,28.0,0.07142857142857142,0.5357142857142857,1.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
LT,84.0,1.0,22.0,0.0,0.4090909090909091,1.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
LT,85.0,1.0,143.0,0.09090909090909091,0.36363636363636365,2.0,50.0,0.0,0.0,0.0,0.0,8.0,18.0,8.0
LT,88.0,1.0,34.0,0.08823529411764706,0.7941176470588235,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
LT,89.0,1.0,17.0,0.35294117647058826,0.5882352941176471,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
LT,90.0,1.0,107.0,0.12149532710280374,0.7009345794392523,74.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0
LT,98.0,38.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT,99.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
LT,101.0,38.0,4.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
LT,102.0,38.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
LT,109.0,5.0,58.0,0.06896551724137931,0.10344827586206896,6.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,5.0
LT,110.0,5.0,19.0,0.2631578947368421,0.21052631578947367,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0
LT,111.0,5.0,64.0,0.0625,0.15625,10.0,0.0,0.0,0.0,0.0,34.0,2.0,0.0,4.0
LT,112.0,5.0,86.0,0.06976744186046512,0.1511627906976744,13.0,0.0,0.0,0.0,0.0,32.0,26.0,0.0,5.0
LT,218.0,5.0,223.0,0.14798206278026907,0.4977578475336323,5.0,106.0,0.0,0.0,0.0,0.0,5.0,26.0,5.0
LT,219.0,1.0,4.0,0.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
LT,220.0,1.0,297.0,0.11447811447811448,0.39730639730639733,5.0,113.0,0.0,0.0,0.0,0.0,17.0,34.0,9.0
LT,221.0,1.0,353.0,0.1501416430594901,0.3597733711048159,5.0,122.0,0.0,0.0,0.0,0.0,17.0,48.0,26.0
LT,222.0,1.0,32.0,0.0625,0.46875,2.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
ZA,222.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
